Q1_Age,Q2_Gender,Q3_Education,Q4_LifeSatisfaction,Q5_CarOwnership,Q6_IncomeLevel,Q7_Employed,Q8_MaritalStatus,Q9_HomeOwner,Q10_HoursWorkedPerWeek,Q11_OE_Neighborhood,Q12_OE_FutureConcerns,Q13_OE_CustomerExperience,Q14_OE_WorkMotivation,Q15_OE_AdditionalComments
39,Male,Secndary,1,Yes,25147,No,Marrid,No,30,green trees n cleen airr,no money to save fo future,great expiriense at restaurent,i lov my job and coworkers,thank u for lettin me say
45,Other,Primry,10,No,73998,No,Widowd,Yes,0,i lik the quite and neghbours,healthcare getin worse,shop asistnt smild n said thankyou,"money, and boss apriciashun",good luck with reserch
29,Other,Secndary,5,Yes,92258,Yes,Single,No,32,green trees n cleen airr,i worrie bout kids educasion,shop asistnt smild n said thankyou,"money, and boss apriciashun",pls fix typos in u r questions
39,Other,Primry,6,No,36546,Yes,Widowd,No,55,noice is low and evryone frendly,climate chang and job loss,got discount witout askin,i lov my job and coworkers,no commnts
53,Female,Tertary,2,No,39067,Yes,Single,No,51,its saf and pecefull,no money to save fo future,got discount witout askin,i lov my job and coworkers,good luck with reserch
60,Female,Tertary,5,Yes,34867,Yes,Marrid,No,25,i lik the quite and neghbours,healthcare getin worse,great expiriense at restaurent,just need to suceed,good luck with reserch
47,Other,Tertary,4,Yes,56536,No,Widowd,Yes,45,i lik the quite and neghbours,climate chang and job loss,i calld support they sloved fast,just need to suceed,good luck with reserch
51,Female,Primry,1,Yes,14573,No,Divorced,No,17,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,shop asistnt smild n said thankyou,my kidss and faimly,no commnts
47,Male,Tertary,10,Yes,87023,No,Divorced,No,55,its saf and pecefull,i worrie bout kids educasion,got discount witout askin,"goals keep me going, even when tired",no commnts
19,Other,Secndary,6,Yes,92927,Yes,Widowd,No,60,noice is low and evryone frendly,i worrie bout kids educasion,i calld support they sloved fast,my kidss and faimly,pls fix typos in u r questions
18,Male,Tertary,4,Yes,57397,No,Single,No,8,its saf and pecefull,no money to save fo future,the ladie at bank was reely helpfull,just need to suceed,thank u for lettin me say
63,Female,Secndary,10,Yes,28385,Yes,Divorced,No,37,noice is low and evryone frendly,i worrie bout kids educasion,got discount witout askin,i lov my job and coworkers,no commnts
62,Male,Secndary,5,Yes,52730,Yes,Single,No,60,noice is low and evryone frendly,no money to save fo future,the ladie at bank was reely helpfull,my kidss and faimly,good luck with reserch
51,Female,Secndary,2,Yes,85572,Yes,Single,No,11,its saf and pecefull,climate chang and job loss,i calld support they sloved fast,my kidss and faimly,this survery was long
46,Other,Tertary,1,Yes,62005,Yes,Widowd,Yes,29,its saf and pecefull,i worrie bout kids educasion,great expiriense at restaurent,just need to suceed,pls fix typos in u r questions
22,Female,Secndary,1,Yes,20855,Yes,Single,Yes,45,green trees n cleen airr,war n unestability,i calld support they sloved fast,"money, and boss apriciashun",good luck with reserch
41,Male,Tertary,10,Yes,93055,No,Divorced,Yes,53,green trees n cleen airr,healthcare getin worse,got discount witout askin,"goals keep me going, even when tired",pls fix typos in u r questions
40,Female,Secndary,9,Yes,93338,No,Single,No,73,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,i calld support they sloved fast,"money, and boss apriciashun",good luck with reserch
66,Male,Secndary,10,No,55926,No,Divorced,Yes,64,its saf and pecefull,i worrie bout kids educasion,the ladie at bank was reely helpfull,"money, and boss apriciashun",pls fix typos in u r questions
37,Female,Primry,3,Yes,34146,Yes,Marrid,No,74,its saf and pecefull,i worrie bout kids educasion,i calld support they sloved fast,just need to suceed,good luck with reserch
48,Male,Tertary,3,Yes,52661,Yes,Single,Yes,30,noice is low and evryone frendly,healthcare getin worse,great expiriense at restaurent,my kidss and faimly,no commnts
28,Male,Primry,6,Yes,68242,No,Widowd,Yes,72,noice is low and evryone frendly,healthcare getin worse,great expiriense at restaurent,i lov my job and coworkers,no commnts
55,Female,Secndary,3,No,22621,No,Divorced,Yes,42,i dnt lik dogs barking but shops close by,healthcare getin worse,got discount witout askin,"money, and boss apriciashun",this survery was long
56,Male,Tertary,2,Yes,78444,Yes,Widowd,No,33,noice is low and evryone frendly,healthcare getin worse,the ladie at bank was reely helpfull,i lov my job and coworkers,good luck with reserch
69,Female,Primry,3,No,67993,No,Widowd,Yes,66,green trees n cleen airr,no money to save fo future,great expiriense at restaurent,just need to suceed,no commnts
25,Male,Secndary,2,Yes,62663,No,Marrid,Yes,69,i lik the quite and neghbours,climate chang and job loss,got discount witout askin,i lov my job and coworkers,this survery was long
50,Female,Tertary,5,No,13691,No,Single,No,68,green trees n cleen airr,war n unestability,got discount witout askin,just need to suceed,good luck with reserch
54,Other,Tertary,5,No,88200,No,Marrid,Yes,25,i dnt lik dogs barking but shops close by,climate chang and job loss,the ladie at bank was reely helpfull,"money, and boss apriciashun",this survery was long
28,Other,Primry,1,No,67136,Yes,Single,No,66,i dnt lik dogs barking but shops close by,war n unestability,great expiriense at restaurent,my kidss and faimly,this survery was long
56,Female,Tertary,1,Yes,56019,Yes,Single,Yes,49,i lik the quite and neghbours,i worrie bout kids educasion,shop asistnt smild n said thankyou,"money, and boss apriciashun",good luck with reserch
43,Other,Primry,6,Yes,20282,Yes,Single,No,79,i lik the quite and neghbours,climate chang and job loss,shop asistnt smild n said thankyou,just need to suceed,pls fix typos in u r questions
27,Other,Primry,5,Yes,91707,Yes,Divorced,No,30,green trees n cleen airr,war n unestability,great expiriense at restaurent,i lov my job and coworkers,pls fix typos in u r questions
28,Female,Tertary,2,Yes,27434,Yes,Widowd,Yes,65,its saf and pecefull,i worrie bout kids educasion,great expiriense at restaurent,"money, and boss apriciashun",thank u for lettin me say
57,Male,Primry,8,Yes,42227,No,Single,Yes,55,i lik the quite and neghbours,healthcare getin worse,great expiriense at restaurent,i lov my job and coworkers,no commnts
65,Female,Primry,6,Yes,43375,No,Widowd,Yes,5,i lik the quite and neghbours,war n unestability,the ladie at bank was reely helpfull,"money, and boss apriciashun",pls fix typos in u r questions
53,Female,Tertary,8,Yes,51083,Yes,Marrid,Yes,17,i dnt lik dogs barking but shops close by,healthcare getin worse,got discount witout askin,my kidss and faimly,thank u for lettin me say
64,Male,Secndary,3,Yes,86399,Yes,Marrid,Yes,67,its saf and pecefull,no money to save fo future,i calld support they sloved fast,i lov my job and coworkers,thank u for lettin me say
44,Female,Secndary,10,Yes,56779,Yes,Divorced,No,73,i lik the quite and neghbours,i worrie bout kids educasion,the ladie at bank was reely helpfull,"goals keep me going, even when tired",good luck with reserch
47,Other,Tertary,5,Yes,87131,Yes,Marrid,Yes,6,i lik the quite and neghbours,i worrie bout kids educasion,the ladie at bank was reely helpfull,i lov my job and coworkers,no commnts
61,Female,Secndary,8,Yes,32687,No,Marrid,No,14,i lik the quite and neghbours,no money to save fo future,i calld support they sloved fast,"money, and boss apriciashun",this survery was long
60,Other,Primry,3,No,52336,Yes,Widowd,Yes,53,noice is low and evryone frendly,war n unestability,shop asistnt smild n said thankyou,i lov my job and coworkers,pls fix typos in u r questions
36,Male,Primry,9,Yes,28898,Yes,Widowd,No,58,noice is low and evryone frendly,war n unestability,shop asistnt smild n said thankyou,"money, and boss apriciashun",good luck with reserch
43,Other,Primry,7,No,54665,Yes,Widowd,No,40,noice is low and evryone frendly,no money to save fo future,i calld support they sloved fast,my kidss and faimly,this survery was long
22,Female,Primry,3,No,30791,No,Divorced,Yes,36,noice is low and evryone frendly,climate chang and job loss,shop asistnt smild n said thankyou,just need to suceed,no commnts
25,Other,Primry,2,Yes,94212,No,Widowd,No,2,i lik the quite and neghbours,no money to save fo future,shop asistnt smild n said thankyou,"money, and boss apriciashun",good luck with reserch
48,Other,Tertary,2,No,48689,Yes,Widowd,No,45,green trees n cleen airr,healthcare getin worse,shop asistnt smild n said thankyou,just need to suceed,no commnts
66,Female,Tertary,5,Yes,49094,No,Marrid,Yes,35,noice is low and evryone frendly,no money to save fo future,got discount witout askin,"goals keep me going, even when tired",no commnts
20,Female,Tertary,9,Yes,99078,No,Widowd,No,3,noice is low and evryone frendly,healthcare getin worse,great expiriense at restaurent,"money, and boss apriciashun",this survery was long
41,Male,Secndary,5,Yes,85957,No,Widowd,No,45,i lik the quite and neghbours,healthcare getin worse,shop asistnt smild n said thankyou,i lov my job and coworkers,pls fix typos in u r questions
47,Other,Secndary,4,Yes,68173,Yes,Single,Yes,56,i dnt lik dogs barking but shops close by,climate chang and job loss,great expiriense at restaurent,i lov my job and coworkers,this survery was long
67,Other,Tertary,1,No,24461,No,Divorced,No,40,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,great expiriense at restaurent,i lov my job and coworkers,good luck with reserch
37,Male,Secndary,4,No,71965,Yes,Marrid,Yes,1,noice is low and evryone frendly,healthcare getin worse,great expiriense at restaurent,"goals keep me going, even when tired",good luck with reserch
28,Male,Tertary,4,No,63758,No,Widowd,No,16,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,the ladie at bank was reely helpfull,"money, and boss apriciashun",this survery was long
20,Male,Secndary,10,No,88568,No,Single,Yes,6,its saf and pecefull,healthcare getin worse,the ladie at bank was reely helpfull,"goals keep me going, even when tired",no commnts
35,Male,Tertary,6,No,85402,No,Single,No,16,its saf and pecefull,war n unestability,great expiriense at restaurent,just need to suceed,good luck with reserch
39,Female,Tertary,10,No,47390,Yes,Divorced,Yes,36,i dnt lik dogs barking but shops close by,no money to save fo future,got discount witout askin,my kidss and faimly,no commnts
29,Other,Tertary,3,No,72320,Yes,Widowd,Yes,7,i lik the quite and neghbours,no money to save fo future,i calld support they sloved fast,i lov my job and coworkers,good luck with reserch
55,Female,Tertary,1,No,18941,Yes,Marrid,No,38,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,i calld support they sloved fast,"money, and boss apriciashun",no commnts
61,Male,Secndary,8,No,63373,Yes,Divorced,No,58,i lik the quite and neghbours,climate chang and job loss,great expiriense at restaurent,"goals keep me going, even when tired",pls fix typos in u r questions
41,Other,Tertary,3,Yes,35313,No,Divorced,No,56,its saf and pecefull,no money to save fo future,the ladie at bank was reely helpfull,"money, and boss apriciashun",thank u for lettin me say
31,Male,Primry,2,No,58133,Yes,Widowd,No,7,green trees n cleen airr,war n unestability,great expiriense at restaurent,i lov my job and coworkers,no commnts
34,Male,Tertary,9,Yes,82626,Yes,Divorced,Yes,16,noice is low and evryone frendly,climate chang and job loss,got discount witout askin,just need to suceed,good luck with reserch
29,Other,Secndary,2,Yes,90469,No,Marrid,No,60,i lik the quite and neghbours,climate chang and job loss,shop asistnt smild n said thankyou,"money, and boss apriciashun",no commnts
27,Female,Primry,8,No,29305,No,Widowd,No,54,i lik the quite and neghbours,no money to save fo future,got discount witout askin,"goals keep me going, even when tired",pls fix typos in u r questions
33,Male,Primry,5,Yes,78642,Yes,Widowd,No,11,i lik the quite and neghbours,climate chang and job loss,got discount witout askin,just need to suceed,good luck with reserch
29,Male,Tertary,3,Yes,84391,No,Marrid,Yes,17,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,got discount witout askin,i lov my job and coworkers,no commnts
25,Female,Primry,9,No,91265,Yes,Marrid,Yes,66,i dnt lik dogs barking but shops close by,healthcare getin worse,the ladie at bank was reely helpfull,"money, and boss apriciashun",no commnts
39,Female,Tertary,10,Yes,73905,No,Divorced,Yes,45,i lik the quite and neghbours,no money to save fo future,great expiriense at restaurent,"money, and boss apriciashun",no commnts
35,Male,Secndary,6,Yes,88954,No,Marrid,Yes,48,green trees n cleen airr,healthcare getin worse,great expiriense at restaurent,"money, and boss apriciashun",pls fix typos in u r questions
24,Female,Primry,10,No,93311,No,Widowd,Yes,7,i dnt lik dogs barking but shops close by,climate chang and job loss,got discount witout askin,"money, and boss apriciashun",no commnts
55,Male,Primry,1,Yes,67958,No,Divorced,No,7,green trees n cleen airr,i worrie bout kids educasion,got discount witout askin,"goals keep me going, even when tired",good luck with reserch
40,Male,Tertary,1,No,92171,Yes,Single,No,31,noice is low and evryone frendly,i worrie bout kids educasion,i calld support they sloved fast,i lov my job and coworkers,no commnts
63,Female,Secndary,10,No,37570,No,Divorced,No,14,noice is low and evryone frendly,war n unestability,got discount witout askin,just need to suceed,good luck with reserch
38,Female,Secndary,4,No,93637,No,Widowd,Yes,8,its saf and pecefull,healthcare getin worse,the ladie at bank was reely helpfull,"goals keep me going, even when tired",thank u for lettin me say
29,Other,Primry,2,No,75370,Yes,Single,Yes,76,i dnt lik dogs barking but shops close by,no money to save fo future,great expiriense at restaurent,i lov my job and coworkers,good luck with reserch
42,Male,Tertary,5,Yes,50597,Yes,Marrid,Yes,39,i dnt lik dogs barking but shops close by,war n unestability,the ladie at bank was reely helpfull,my kidss and faimly,no commnts
56,Other,Primry,1,Yes,22975,No,Single,No,36,green trees n cleen airr,climate chang and job loss,the ladie at bank was reely helpfull,"money, and boss apriciashun",no commnts
