Q1_Age,Q2_Gender,Q3_Education,Q4_LifeSatisfaction,Q5_CarOwnership,Q6_IncomeLevel,Q7_Employed,Q8_MaritalStatus,Q9_HomeOwner,Q10_HoursWorkedPerWeek,Q11_OE_Neighborhood,Q12_OE_FutureConcerns,Q13_OE_CustomerExperience,Q14_OE_WorkMotivation,Q15_OE_AdditionalComments,Neighborhood_Sentiment,FutureConcern_Sentiment
51,Other,Secondary,4,No,31681,Yes,Widowed,No,42,i dnt lik dogs barking but shops close by,healthcare getin worse,the ladie at bank was reely helpfull,i lov my job and coworkers,no commnts,0.0,-0.4
28,Other,Tertiary,8,Yes,35998,No,Widowed,Yes,9,i lik the quite and neghbours,no money to save fo future,got discount witout askin,"goals keep me going, even when tired",good luck with reserch,0.0,0.0
31,Female,Primary,2,No,75175,No,Widowed,Yes,73,its saf and pecefull,war n unestability,got discount witout askin,"money, and boss apriciashun",thank u for lettin me say,0.0,0.0
48,Female,Primary,1,Yes,55274,No,Widowed,No,19,green trees n cleen airr,i worrie bout kids educasion,shop asistnt smild n said thankyou,i lov my job and coworkers,pls fix typos in u r questions,-0.2,0.0
49,Female,Primary,4,Yes,74341,No,Divorced,No,70,i lik the quite and neghbours,war n unestability,great expiriense at restaurent,just need to suceed,good luck with reserch,0.0,0.0
53,Female,Primary,8,Yes,27937,No,Widowed,No,64,its saf and pecefull,war n unestability,the ladie at bank was reely helpfull,i lov my job and coworkers,thank u for lettin me say,0.0,0.0
32,Other,Tertiary,10,Yes,70516,No,Married,Yes,20,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,great expiriense at restaurent,my kidss and faimly,thank u for lettin me say,0.0,0.0
54,Female,Primary,10,No,24626,Yes,Single,Yes,7,i lik the quite and neghbours,healthcare getin worse,great expiriense at restaurent,my kidss and faimly,thank u for lettin me say,0.0,-0.4
27,Other,Tertiary,2,Yes,74916,No,Divorced,Yes,12,its saf and pecefull,healthcare getin worse,the ladie at bank was reely helpfull,i lov my job and coworkers,thank u for lettin me say,0.0,-0.4
22,Male,Tertiary,5,No,93758,No,Married,No,58,its saf and pecefull,climate chang and job loss,great expiriense at restaurent,i lov my job and coworkers,pls fix typos in u r questions,0.0,0.0
64,Other,Tertiary,9,No,82542,No,Single,Yes,75,its saf and pecefull,i worrie bout kids educasion,shop asistnt smild n said thankyou,"goals keep me going, even when tired",thank u for lettin me say,0.0,0.0
64,Female,Secondary,8,Yes,44799,No,Married,No,41,its saf and pecefull,war n unestability,got discount witout askin,"money, and boss apriciashun",thank u for lettin me say,0.0,0.0
52,Male,Secondary,3,No,58301,Yes,Widowed,Yes,9,noice is low and evryone frendly,climate chang and job loss,shop asistnt smild n said thankyou,"goals keep me going, even when tired",this survery was long,0.0,0.0
23,Other,Primary,6,Yes,40845,Yes,Single,Yes,68,green trees n cleen airr,climate chang and job loss,i calld support they sloved fast,my kidss and faimly,good luck with reserch,-0.2,0.0
62,Female,Secondary,9,Yes,52895,No,Widowed,No,52,green trees n cleen airr,i worrie bout kids educasion,got discount witout askin,i lov my job and coworkers,good luck with reserch,-0.2,0.0
57,Female,Tertiary,8,No,76511,No,Divorced,No,26,green trees n cleen airr,no money to save fo future,got discount witout askin,i lov my job and coworkers,good luck with reserch,-0.2,0.0
25,Female,Secondary,6,No,65236,Yes,Divorced,No,75,green trees n cleen airr,climate chang and job loss,i calld support they sloved fast,"money, and boss apriciashun",thank u for lettin me say,-0.2,0.0
22,Female,Tertiary,3,No,67415,Yes,Widowed,Yes,28,i dnt lik dogs barking but shops close by,healthcare getin worse,i calld support they sloved fast,"money, and boss apriciashun",this survery was long,0.0,-0.4
67,Male,Secondary,2,Yes,26889,Yes,Single,No,15,its saf and pecefull,no money to save fo future,the ladie at bank was reely helpfull,i lov my job and coworkers,good luck with reserch,0.0,0.0
44,Male,Primary,8,Yes,67497,Yes,Married,No,42,noice is low and evryone frendly,climate chang and job loss,great expiriense at restaurent,my kidss and faimly,good luck with reserch,0.0,0.0
61,Male,Primary,5,Yes,30375,No,Divorced,No,9,i dnt lik dogs barking but shops close by,healthcare getin worse,i calld support they sloved fast,just need to suceed,no commnts,0.0,-0.4
42,Other,Primary,2,Yes,11405,No,Divorced,No,70,green trees n cleen airr,climate chang and job loss,the ladie at bank was reely helpfull,my kidss and faimly,pls fix typos in u r questions,-0.2,0.0
51,Female,Primary,10,No,24501,No,Widowed,No,61,its saf and pecefull,healthcare getin worse,great expiriense at restaurent,"goals keep me going, even when tired",this survery was long,0.0,-0.4
40,Other,Secondary,4,Yes,99527,Yes,Single,No,15,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,great expiriense at restaurent,"money, and boss apriciashun",thank u for lettin me say,0.0,0.0
32,Other,Secondary,2,Yes,78086,Yes,Single,Yes,0,noice is low and evryone frendly,climate chang and job loss,great expiriense at restaurent,"money, and boss apriciashun",thank u for lettin me say,0.0,0.0
25,Female,Primary,6,Yes,36755,No,Single,Yes,35,green trees n cleen airr,healthcare getin worse,the ladie at bank was reely helpfull,just need to suceed,thank u for lettin me say,-0.2,-0.4
31,Male,Tertiary,3,Yes,92602,Yes,Single,No,68,noice is low and evryone frendly,war n unestability,i calld support they sloved fast,just need to suceed,good luck with reserch,0.0,0.0
69,Female,Primary,10,Yes,54873,Yes,Single,No,55,i dnt lik dogs barking but shops close by,healthcare getin worse,i calld support they sloved fast,i lov my job and coworkers,no commnts,0.0,-0.4
53,Other,Primary,3,No,63749,Yes,Divorced,No,24,green trees n cleen airr,no money to save fo future,great expiriense at restaurent,my kidss and faimly,no commnts,-0.2,0.0
67,Female,Primary,7,No,14431,No,Single,Yes,29,green trees n cleen airr,healthcare getin worse,shop asistnt smild n said thankyou,just need to suceed,thank u for lettin me say,-0.2,-0.4
27,Male,Secondary,3,No,84836,No,Widowed,Yes,68,its saf and pecefull,climate chang and job loss,got discount witout askin,just need to suceed,thank u for lettin me say,0.0,0.0
36,Male,Tertiary,6,Yes,16502,No,Married,Yes,50,its saf and pecefull,no money to save fo future,great expiriense at restaurent,just need to suceed,pls fix typos in u r questions,0.0,0.0
37,Male,Secondary,1,No,58691,No,Single,No,20,i lik the quite and neghbours,i worrie bout kids educasion,got discount witout askin,just need to suceed,this survery was long,0.0,0.0
69,Other,Primary,1,Yes,97305,No,Married,Yes,52,noice is low and evryone frendly,i worrie bout kids educasion,got discount witout askin,my kidss and faimly,this survery was long,0.0,0.0
30,Other,Secondary,10,No,36440,No,Divorced,No,1,its saf and pecefull,war n unestability,great expiriense at restaurent,"goals keep me going, even when tired",good luck with reserch,0.0,0.0
47,Other,Secondary,7,No,56069,Yes,Divorced,No,69,i lik the quite and neghbours,healthcare getin worse,got discount witout askin,"goals keep me going, even when tired",pls fix typos in u r questions,0.0,-0.4
51,Other,Tertiary,7,Yes,16829,Yes,Widowed,Yes,6,green trees n cleen airr,climate chang and job loss,i calld support they sloved fast,"money, and boss apriciashun",thank u for lettin me say,-0.2,0.0
67,Female,Primary,7,Yes,25283,Yes,Widowed,Yes,58,i dnt lik dogs barking but shops close by,climate chang and job loss,got discount witout askin,"money, and boss apriciashun",thank u for lettin me say,0.0,0.0
34,Male,Tertiary,8,No,80680,No,Widowed,No,56,its saf and pecefull,i worrie bout kids educasion,got discount witout askin,"money, and boss apriciashun",good luck with reserch,0.0,0.0
29,Other,Secondary,6,No,43421,No,Widowed,No,15,i dnt lik dogs barking but shops close by,healthcare getin worse,great expiriense at restaurent,just need to suceed,pls fix typos in u r questions,0.0,-0.4
52,Other,Tertiary,4,No,77059,Yes,Married,Yes,66,i lik the quite and neghbours,no money to save fo future,the ladie at bank was reely helpfull,"goals keep me going, even when tired",no commnts,0.0,0.0
67,Male,Primary,1,No,46590,No,Divorced,No,49,its saf and pecefull,war n unestability,the ladie at bank was reely helpfull,i lov my job and coworkers,good luck with reserch,0.0,0.0
62,Other,Tertiary,5,No,83570,Yes,Divorced,Yes,71,i lik the quite and neghbours,war n unestability,got discount witout askin,"goals keep me going, even when tired",pls fix typos in u r questions,0.0,0.0
35,Male,Primary,2,No,47203,Yes,Single,Yes,54,noice is low and evryone frendly,climate chang and job loss,shop asistnt smild n said thankyou,just need to suceed,this survery was long,0.0,0.0
53,Male,Primary,4,Yes,79612,Yes,Divorced,Yes,25,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,great expiriense at restaurent,i lov my job and coworkers,thank u for lettin me say,0.0,0.0
49,Female,Secondary,2,Yes,69173,No,Single,Yes,55,i lik the quite and neghbours,i worrie bout kids educasion,got discount witout askin,"money, and boss apriciashun",no commnts,0.0,0.0
24,Male,Primary,1,Yes,11544,No,Married,Yes,33,green trees n cleen airr,climate chang and job loss,great expiriense at restaurent,"money, and boss apriciashun",thank u for lettin me say,-0.2,0.0
24,Other,Primary,9,No,62740,Yes,Widowed,Yes,46,i dnt lik dogs barking but shops close by,healthcare getin worse,i calld support they sloved fast,"goals keep me going, even when tired",good luck with reserch,0.0,-0.4
26,Other,Tertiary,6,Yes,97176,No,Widowed,No,27,noice is low and evryone frendly,climate chang and job loss,great expiriense at restaurent,i lov my job and coworkers,good luck with reserch,0.0,0.0
52,Male,Secondary,9,No,85364,Yes,Single,No,4,green trees n cleen airr,war n unestability,the ladie at bank was reely helpfull,my kidss and faimly,good luck with reserch,-0.2,0.0
49,Other,Primary,1,Yes,51562,No,Widowed,No,36,noice is low and evryone frendly,war n unestability,i calld support they sloved fast,my kidss and faimly,no commnts,0.0,0.0
57,Female,Tertiary,8,Yes,55995,No,Widowed,No,4,its saf and pecefull,i worrie bout kids educasion,got discount witout askin,my kidss and faimly,no commnts,0.0,0.0
44,Female,Tertiary,8,No,16094,Yes,Married,Yes,32,green trees n cleen airr,climate chang and job loss,shop asistnt smild n said thankyou,"goals keep me going, even when tired",pls fix typos in u r questions,-0.2,0.0
40,Female,Tertiary,7,Yes,31377,No,Divorced,No,49,its saf and pecefull,healthcare getin worse,got discount witout askin,"goals keep me going, even when tired",no commnts,0.0,-0.4
48,Female,Tertiary,10,Yes,27472,Yes,Single,Yes,35,i lik the quite and neghbours,climate chang and job loss,shop asistnt smild n said thankyou,i lov my job and coworkers,good luck with reserch,0.0,0.0
54,Female,Primary,6,No,46835,No,Single,No,63,noice is low and evryone frendly,healthcare getin worse,the ladie at bank was reely helpfull,"money, and boss apriciashun",thank u for lettin me say,0.0,-0.4
60,Other,Primary,1,Yes,22233,No,Divorced,Yes,35,green trees n cleen airr,war n unestability,shop asistnt smild n said thankyou,"goals keep me going, even when tired",this survery was long,-0.2,0.0
53,Other,Tertiary,2,Yes,44047,Yes,Divorced,Yes,79,its saf and pecefull,climate chang and job loss,shop asistnt smild n said thankyou,i lov my job and coworkers,pls fix typos in u r questions,0.0,0.0
19,Male,Primary,9,No,98334,Yes,Married,Yes,9,noice is low and evryone frendly,climate chang and job loss,i calld support they sloved fast,i lov my job and coworkers,no commnts,0.0,0.0
28,Other,Tertiary,6,Yes,56552,Yes,Divorced,No,22,green trees n cleen airr,war n unestability,great expiriense at restaurent,"goals keep me going, even when tired",thank u for lettin me say,-0.2,0.0
40,Female,Tertiary,3,Yes,42726,No,Single,Yes,29,noice is low and evryone frendly,i worrie bout kids educasion,got discount witout askin,just need to suceed,good luck with reserch,0.0,0.0
59,Other,Primary,9,Yes,92506,Yes,Married,No,7,noice is low and evryone frendly,climate chang and job loss,shop asistnt smild n said thankyou,just need to suceed,no commnts,0.0,0.0
39,Other,Tertiary,4,No,14964,No,Single,No,78,noice is low and evryone frendly,climate chang and job loss,great expiriense at restaurent,just need to suceed,thank u for lettin me say,0.0,0.0
46,Female,Primary,3,No,79949,No,Divorced,No,13,green trees n cleen airr,healthcare getin worse,i calld support they sloved fast,"goals keep me going, even when tired",pls fix typos in u r questions,-0.2,-0.4
63,Female,Primary,9,Yes,83897,No,Divorced,Yes,73,its saf and pecefull,i worrie bout kids educasion,great expiriense at restaurent,"money, and boss apriciashun",thank u for lettin me say,0.0,0.0
67,Other,Tertiary,3,Yes,18912,No,Married,No,78,noice is low and evryone frendly,war n unestability,got discount witout askin,i lov my job and coworkers,no commnts,0.0,0.0
57,Female,Primary,4,No,81038,No,Single,No,14,green trees n cleen airr,war n unestability,the ladie at bank was reely helpfull,my kidss and faimly,pls fix typos in u r questions,-0.2,0.0
46,Male,Primary,1,Yes,79044,Yes,Single,No,6,i dnt lik dogs barking but shops close by,war n unestability,great expiriense at restaurent,"goals keep me going, even when tired",good luck with reserch,0.0,0.0
28,Other,Secondary,2,Yes,64061,Yes,Single,No,73,i lik the quite and neghbours,i worrie bout kids educasion,i calld support they sloved fast,"goals keep me going, even when tired",pls fix typos in u r questions,0.0,0.0
47,Male,Primary,3,Yes,35173,No,Married,Yes,58,i dnt lik dogs barking but shops close by,climate chang and job loss,the ladie at bank was reely helpfull,"money, and boss apriciashun",good luck with reserch,0.0,0.0
67,Other,Primary,9,No,93342,Yes,Single,No,53,i dnt lik dogs barking but shops close by,war n unestability,got discount witout askin,"goals keep me going, even when tired",no commnts,0.0,0.0
28,Other,Secondary,9,Yes,34618,No,Widowed,Yes,79,i lik the quite and neghbours,war n unestability,got discount witout askin,"goals keep me going, even when tired",pls fix typos in u r questions,0.0,0.0
29,Female,Tertiary,9,No,62504,No,Divorced,No,57,its saf and pecefull,war n unestability,shop asistnt smild n said thankyou,"goals keep me going, even when tired",this survery was long,0.0,0.0
39,Female,Secondary,2,Yes,95446,No,Married,No,20,noice is low and evryone frendly,no money to save fo future,great expiriense at restaurent,just need to suceed,good luck with reserch,0.0,0.0
27,Male,Secondary,2,Yes,42639,No,Divorced,No,79,i lik the quite and neghbours,climate chang and job loss,the ladie at bank was reely helpfull,i lov my job and coworkers,this survery was long,0.0,0.0
46,Female,Tertiary,1,Yes,40923,No,Widowed,No,3,i lik the quite and neghbours,i worrie bout kids educasion,shop asistnt smild n said thankyou,my kidss and faimly,good luck with reserch,0.0,0.0
29,Female,Tertiary,8,Yes,67925,No,Divorced,Yes,21,i lik the quite and neghbours,i worrie bout kids educasion,shop asistnt smild n said thankyou,just need to suceed,good luck with reserch,0.0,0.0
34,Male,Primary,1,No,25886,No,Married,Yes,79,noice is low and evryone frendly,war n unestability,shop asistnt smild n said thankyou,"money, and boss apriciashun",this survery was long,0.0,0.0
25,Male,Secondary,8,Yes,88203,Yes,Widowed,Yes,49,noice is low and evryone frendly,no money to save fo future,i calld support they sloved fast,"money, and boss apriciashun",good luck with reserch,0.0,0.0
22,Female,Primary,5,Yes,56510,Yes,Single,Yes,26,i lik the quite and neghbours,climate chang and job loss,the ladie at bank was reely helpfull,"money, and boss apriciashun",no commnts,0.0,0.0
